Location,Property Type,Bedrooms,Bathrooms,Size,Price (KES),Listing Date,Amenities,Size_Missing,Size_Numeric,Bedrooms_Numeric,Neighborhood,Property_Type_Encoded,Listing_Date,Listing_Day,Listing_Month,Listing_DayOfWeek,Amenities_Clean,Total_Amenities,Has_Parking,Has_Swimming_Pool,Has_Gym,Has_Garden,Has_CCTV,Has_Backup_Generator,Has_Fibre_Internet,Has_Gated_Community,Price_Per_SqM,Bed_Bath_Ratio,Total_Rooms,Size_Per_Bedroom,Luxury_Score,Size_Category,Price_Category,Bedroom_Category,Neighborhood_Popularity,Is_Weekend_Listing
Nairobi - Westlands Area,House,5 bedrooms,5.0,400 m²,260000,17 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, CCTV, Garden, Parking, Kids Play Area, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,400.0,5,Westlands Area,1,2026-02-17,17,2,1,"Alarm, En Suite, Fibre Internet, Walk In Closet, CCTV, Garden, Parking, Kids Play Area, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",15,1,0,0,1,1,0,1,1,650.0,1.0,10.0,80.0,2.5,Large,Mid-Range,Large,11,0
Kajiado County - Kitengela,House,4 bedrooms,4.0,,150000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Kajiado County - Kitengela,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,500.0,1.0,8.0,75.0,2.0,Medium,Budget,Medium,3,0
Machakos County - Syokimau,House,5 bedrooms,5.0,,110000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Machakos County - Syokimau,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,343.75,1.0,10.0,64.0,2.0,Large,Budget,Large,8,0
Kajiado County - Kitengela,House,5 bedrooms,5.0,394 m²,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,394.0,5,Kajiado County - Kitengela,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,253.80710659898477,1.0,10.0,78.8,2.0,Large,Budget,Large,3,0
Nairobi - Ridgeways,House,4 bedrooms,4.0,,320000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Swimming Pool, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Ridgeways,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Swimming Pool, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",15,1,1,0,1,0,1,1,0,1066.6666666666667,1.0,8.0,75.0,5.0,Medium,Mid-Range,Medium,6,0
Nairobi - Lower Kabete,House,2 bedrooms,2.0,,100000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,177.5,2,Lower Kabete,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,563.3802816901408,1.0,4.0,88.75,2.0,Small,Budget,Small,11,0
Nairobi - Kitisuru,House,5 bedrooms,5.0,380 m²,413000,10 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Staff Quarters, Parking, Garden, Gated Community, Swimming Pool, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,380.0,5,Kitisuru,1,2026-02-10,10,2,1,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Staff Quarters, Parking, Garden, Gated Community, Swimming Pool, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",22,1,1,0,1,1,1,1,1,1086.842105263158,1.0,10.0,76.0,7.0,Large,Premium,Large,27,0
Nairobi - Runda,House,4 bedrooms,4.0,2.024 m²,250000,30 January 2026,"Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, BBQ, CCTV, Electric Fence, Borehole, Staff Quarters, Parking, Balcony, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,2.024,4,Runda,1,2026-01-30,30,1,4,"Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, BBQ, CCTV, Electric Fence, Borehole, Staff Quarters, Parking, Balcony, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",18,1,0,0,0,1,1,1,0,123517.78656126482,1.0,8.0,0.506,3.0,Small,Budget,Medium,85,0
Nairobi - Runda,House,1 bedrooms,1.0,,100000,17 February 2026,"Backup Generator, En Suite, Service Charge Included, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Bus Stop, Hospital, Scenic View, School, Shopping Centre",1,300.0,1,Runda,1,2026-02-17,17,2,1,"Backup Generator, En Suite, Service Charge Included, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Bus Stop, Hospital, Scenic View, School, Shopping Centre",16,1,0,0,1,1,1,0,1,333.3333333333333,1.0,2.0,300.0,3.5,Medium,Budget,Small,85,0
Nairobi - Lavington,House,5 bedrooms,6.0,,420000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School",1,320.0,5,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School",21,1,0,1,1,1,1,1,1,1312.5,0.8333333333333334,11.0,64.0,6.0,Large,Premium,Large,102,0
Nairobi - Lavington,House,6 bedrooms,6.0,"0,13 m²",440000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,13.0,6,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",24,1,0,0,1,1,1,1,1,33846.153846153844,1.0,12.0,2.1666666666666665,4.0,Small,Premium,Large,102,0
Nairobi - Karen,House,5 bedrooms,5.0,,500000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, Parking, BBQ, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Karen,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Balcony, Parking, BBQ, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",15,1,0,0,1,0,1,1,0,1562.5,1.0,10.0,64.0,2.0,Large,Premium,Large,45,0
Nairobi - Lower Kabete,House,4 bedrooms,5.0,,525000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre",1,300.0,4,Lower Kabete,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, School, Shopping Centre",20,1,0,0,1,1,1,1,1,1750.0,0.8,9.0,75.0,4.0,Medium,Premium,Medium,11,0
Nairobi - Lavington,House,4 bedrooms,5.0,"0,13 m²",300000,11 February 2026,"Gated Community, Garden",0,13.0,4,Lavington,1,2026-02-11,11,2,2,"Gated Community, Garden",2,0,0,0,1,0,0,0,1,23076.923076923078,0.8,9.0,3.25,1.0,Small,Mid-Range,Medium,102,0
Nairobi - Lavington,House,5 bedrooms,6.0,,750000,11 February 2026,"Swimming Pool, Gated Community, Garden, Staff Quarters",1,320.0,5,Lavington,1,2026-02-11,11,2,2,"Swimming Pool, Gated Community, Garden, Staff Quarters",4,0,1,0,1,0,0,0,1,2343.75,0.8333333333333334,11.0,64.0,4.0,Large,Luxury,Large,102,0
Nairobi - Kiambu Road,House,5 bedrooms,6.0,180 m²,180000,17 February 2026,"Garden, Gated Community",0,180.0,5,Kiambu Road,1,2026-02-17,17,2,1,"Garden, Gated Community",2,0,0,0,1,0,0,0,1,1000.0,0.8333333333333334,11.0,36.0,1.0,Small,Budget,Large,19,0
Nairobi - Runda,House,4 bedrooms,4.0,2.300 m²,190000,17 February 2026,"Gated Community, Garden",0,2.3,4,Runda,1,2026-02-17,17,2,1,"Gated Community, Garden",2,0,0,0,1,0,0,0,1,82608.69565217392,1.0,8.0,0.575,1.0,Small,Budget,Medium,85,0
Nairobi - Kiambu Road,House,4 bedrooms,4.0,244 m²,180000,17 February 2026,"Swimming Pool, Gated Community, Garden, Staff Quarters",0,244.0,4,Kiambu Road,1,2026-02-17,17,2,1,"Swimming Pool, Gated Community, Garden, Staff Quarters",4,0,1,0,1,0,0,0,1,737.7049180327868,1.0,8.0,61.0,4.0,Medium,Budget,Medium,19,0
Nairobi - Runda,House,4 bedrooms,4.0,450 m²,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,450.0,4,Runda,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1000.0,1.0,8.0,112.5,2.0,Very Large,Premium,Medium,85,0
Nairobi - Kileleshwa,House,5 bedrooms,6.0,400 m²,485000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,400.0,5,Kileleshwa,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",24,1,0,0,1,1,1,1,1,1212.5,0.8333333333333334,11.0,80.0,4.0,Large,Premium,Large,14,0
Nairobi - Kileleshwa,House,5 bedrooms,6.0,,380000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Bus Stop, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Kileleshwa,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Bus Stop, Hospital, Scenic View, School, Shopping Centre",24,1,0,0,1,1,1,1,1,1187.5,0.8333333333333334,11.0,64.0,4.0,Large,Mid-Range,Large,14,0
Nairobi - Runda,House,4 bedrooms,4.0,320 m²,646000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,320.0,4,Runda,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,2018.75,1.0,8.0,80.0,2.0,Large,Luxury,Medium,85,0
Nairobi - Lavington,House,3 bedrooms,1.0,,230000,17 February 2026,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre",1,239.0,3,Lavington,1,2026-02-17,17,2,1,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre",18,1,0,0,1,1,0,1,1,962.3430962343097,3.0,4.0,79.66666666666667,2.5,Medium,Budget,Medium,102,0
Mombasa - Nyali Area,House,5 bedrooms,5.0,,400000,17 February 2026,,1,320.0,5,Mombasa - Nyali Area,1,2026-02-17,17,2,1,,0,0,0,0,0,0,0,0,0,1250.0,1.0,10.0,64.0,0.0,Large,Mid-Range,Large,1,0
Nairobi - Lavington,House,5 bedrooms,6.0,"0,13 m²",450000,17 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",0,13.0,5,Lavington,1,2026-02-17,17,2,1,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",20,1,0,0,1,1,1,1,1,34615.38461538462,0.8333333333333334,11.0,2.6,4.0,Small,Premium,Large,102,0
Nairobi - Runda,House,5 bedrooms,5.0,380 m²,500000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,380.0,5,Runda,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1315.7894736842106,1.0,10.0,76.0,2.0,Large,Premium,Large,85,0
Nairobi - Kitisuru,House,4 bedrooms,4.0,,450000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Kitisuru,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1500.0,1.0,8.0,75.0,2.0,Medium,Premium,Medium,27,0
Nairobi - Karen,House,4 bedrooms,5.0,,300000,17 February 2026,"En Suite, Fibre Internet, Balcony, BBQ, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, Shopping Centre, School",1,300.0,4,Karen,1,2026-02-17,17,2,1,"En Suite, Fibre Internet, Balcony, BBQ, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, Shopping Centre, School",15,0,0,0,1,0,0,1,1,1000.0,0.8,9.0,75.0,1.5,Medium,Mid-Range,Medium,45,0
Nairobi - Karen,House,3 bedrooms,4.0,450 m²,300000,16 February 2026,"En Suite, Furnished, Fibre Internet, Alarm, CCTV, Garden, Parking, Kids Play Area, Staff Quarters, Shopping Centre, Bus Stop, Hospital, Scenic View, School",0,450.0,3,Karen,1,2026-02-16,16,2,0,"En Suite, Furnished, Fibre Internet, Alarm, CCTV, Garden, Parking, Kids Play Area, Staff Quarters, Shopping Centre, Bus Stop, Hospital, Scenic View, School",14,1,0,0,1,1,0,1,0,666.6666666666666,0.75,7.0,150.0,1.5,Very Large,Mid-Range,Medium,45,0
Nairobi - Kitisuru,House,4 bedrooms,4.0,,606000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Kitisuru,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,2020.0,1.0,8.0,75.0,2.0,Medium,Luxury,Medium,27,0
Nairobi - Lower Kabete,House,5 bedrooms,5.0,,450000,17 February 2026,,1,320.0,5,Lower Kabete,1,2026-02-17,17,2,1,,0,0,0,0,0,0,0,0,0,1406.25,1.0,10.0,64.0,0.0,Large,Premium,Large,11,0
Nairobi - Spring Valley,House,4 bedrooms,4.0,380 m²,325000,17 February 2026,"Alarm, En Suite, Backup Generator, Fibre Internet, Parking, BBQ, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,380.0,4,Spring Valley,1,2026-02-17,17,2,1,"Alarm, En Suite, Backup Generator, Fibre Internet, Parking, BBQ, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",13,1,0,0,1,0,1,1,0,855.2631578947369,1.0,8.0,95.0,2.0,Large,Mid-Range,Medium,18,0
Nairobi - Loresho,House,5 bedrooms,6.0,380 m²,500000,16 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre",0,380.0,5,Loresho,1,2026-02-16,16,2,0,"Aircon, Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre",23,1,1,0,1,1,1,0,1,1315.7894736842106,0.8333333333333334,11.0,76.0,6.5,Large,Premium,Large,9,0
Nairobi - Runda,House,4 bedrooms,4.0,320 m²,490000,17 February 2026,"Alarm, En Suite, Fibre Internet, Backup Generator, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,320.0,4,Runda,1,2026-02-17,17,2,1,"Alarm, En Suite, Fibre Internet, Backup Generator, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1531.25,1.0,8.0,80.0,2.0,Large,Premium,Medium,85,0
Nairobi - Lavington,House,4 bedrooms,5.0,,275000,17 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Aircon, Alarm, Kids Play Area, Staff Quarters, Borehole, Garden, Electric Fence, BBQ, CCTV, Balcony, Shopping Centre, School, Hospital, Bus Stop",1,300.0,4,Lavington,1,2026-02-17,17,2,1,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Aircon, Alarm, Kids Play Area, Staff Quarters, Borehole, Garden, Electric Fence, BBQ, CCTV, Balcony, Shopping Centre, School, Hospital, Bus Stop",18,0,0,0,1,1,1,1,0,916.6666666666666,0.8,9.0,75.0,3.0,Medium,Mid-Range,Medium,102,0
Nairobi - Lavington,House,5 bedrooms,5.0,,275000,17 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Garden, Gym, Electric Fence, Borehole, BBQ, CCTV, Balcony, Shopping Centre, School, Hospital, Bus Stop",1,320.0,5,Lavington,1,2026-02-17,17,2,1,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Garden, Gym, Electric Fence, Borehole, BBQ, CCTV, Balcony, Shopping Centre, School, Hospital, Bus Stop",21,1,0,1,1,1,1,1,0,859.375,1.0,10.0,64.0,5.0,Large,Mid-Range,Large,102,0
Nairobi - Spring Valley,House,5 bedrooms,5.0,,750000,17 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Shopping Centre, Bus Stop, Hospital, School",1,320.0,5,Spring Valley,1,2026-02-17,17,2,1,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Shopping Centre, Bus Stop, Hospital, School",14,1,0,0,1,0,1,1,0,2343.75,1.0,10.0,64.0,2.0,Large,Luxury,Large,18,0
Nairobi - Runda,House,1 bedrooms,1.0,,130000,06 February 2026,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Furnished, Backup Generator, Serviced, Parking, Gym, CCTV, Electric Fence, Garden, Gated Community, Scenic View, Hospital, Shopping Centre",1,300.0,1,Runda,1,2026-02-06,6,2,4,"Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Furnished, Backup Generator, Serviced, Parking, Gym, CCTV, Electric Fence, Garden, Gated Community, Scenic View, Hospital, Shopping Centre",17,1,0,1,1,1,1,1,1,433.3333333333333,1.0,2.0,300.0,6.0,Medium,Budget,Small,85,0
Nairobi - Lavington,House,5 bedrooms,5.0,,400000,17 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Lavington,1,2026-02-17,17,2,1,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre",23,1,0,0,1,1,1,1,1,1250.0,1.0,10.0,64.0,4.0,Large,Mid-Range,Large,102,0
